date,oil_return_fwd1,oil_return_fwd1_date,yield_spread,inventory_change_pct,gdelt_goldstein,gdelt_tone_7d,gdelt_tone_30d,gdelt_goldstein_7d,oil_return,usd_return,sp500_return,inventory_zscore,oil_return_lag1,oil_return_lag2,gdelt_tone_lag1,day_of_week_sin,day_of_week_cos,month_sin,month_cos,gdelt_events_log1p,conflict_event_count_log1p,conflict_intensity_7d_log1p,fatalities_log1p,fatalities_7d_log1p,gdelt_volume_lag1_log1p,vix_lag1_log1p,net_imports_change_pct_slog1p,production_change_pct_slog1p,vix_return_slog1p
2015-01-07,-0.0037146126244027,2015-01-08,1.34,-0.0039992643269454,-0.0490556406329759,2.265064198958296,2.265064198958296,-0.1641380433704468,0.0009785333317209,0.0042622884114582,0.0116298426717429,0.0,-0.037846019829243,-0.0586670979442823,2.27121455045176,0.5877852522924731,-0.8090169943749475,0.0,1.0,9.52617248784431,2.3978952727983707,4.1588830833596715,4.04305126783455,4.574710978503383,2.5446061945346163,3.09648221459416,0.0,0.0,-0.08222569478569863
2015-01-08,-0.0166797191795885,2015-01-09,1.41,-0.0039992643269454,-0.0773886902827429,2.2749291288980427,2.2749291288980427,-0.146788172752906,-0.0037146126244027,0.0052236735240165,0.0178882806295161,0.0,0.0009785333317209,-0.037846019829243,2.237083589184929,-0.5877852522924729,-0.8090169943749477,0.0,1.0,9.418085981110295,2.3025850929940455,4.290459441148391,1.0986122886681096,4.59511985013459,2.542750312478703,3.011113349296989,0.0,0.0,-0.11253304171704473
2015-01-09,-0.0534823442932098,2015-01-12,1.39,0.0051809684285037,-0.1236286919831224,2.252402011045207,2.252402011045207,-0.1429282592912754,-0.0166797191795885,-0.0046551942447757,-0.0084038110347154,2.23606797749978,-0.0037146126244027,0.0009785333317209,2.314388848657032,-0.9510565162951538,0.3090169943749473,0.0,1.0,7.414572881350589,2.3025850929940455,4.406719247264253,1.0986122886681096,4.61512051684126,2.53012264184705,2.890927171896462,-0.02129566996199385,0.006548811878905404,0.0312524865760476
2015-01-12,-0.0177103130335891,2015-01-13,1.36,0.0051809684285037,-0.1456119059785386,2.255397765669808,2.255397765669808,-0.1433116373894559,-0.0534823442932098,0.0004350762939433,-0.0080936851609125,1.5811388300842022,-0.0166797191795885,-0.0037146126244027,2.139766421781029,0.0,1.0,0.0,1.0,9.658673380311523,3.6109179126442243,4.770684624465664,2.833213344056216,4.762173934797756,2.3155438631351983,2.9204697479246318,-0.02129566996199385,0.006548811878905404,0.11047567925967204
2015-01-13,0.0450740173265364,2015-01-14,1.37,0.0051809684285037,0.1607589447054571,2.2633143348779794,2.2661590592573515,-0.0800819581064124,-0.0177103130335891,0.0035876732943747,-0.0025785552362955,1.2909944487358085,-0.0534823442932098,-0.0166797191795885,2.273372293417414,0.9510565162951536,0.3090169943749475,0.0,1.0,9.53502917005706,2.3025850929940455,4.844187086458591,1.9459101490553132,4.812184355372417,2.552750661130762,3.025291094313483,-0.02129566996199385,0.006548811878905404,0.04781782891218643
2015-01-14,-0.0209488701280049,2015-01-15,1.35,0.0051809684285037,0.0989092960571678,2.26804738308984,2.2698100375361525,-0.0629168838746806,0.0450740173265364,-0.0016248932992245,-0.0058130673273852,1.1180339887498878,-0.0177103130335891,-0.0534823442932098,2.341488114370156,0.5877852522924731,-0.8090169943749475,0.0,1.0,9.677464860471074,0.6931471805599453,4.430816798843313,0.0,4.543294782270004,2.537911546583273,3.0708397212700347,-0.02129566996199385,0.006548811878905404,0.04377483371810689
2015-01-15,0.0004195606992218,2015-01-16,1.33,0.0051809684285037,0.0759225303690121,2.275998662915991,2.2755163847060187,-0.0085848796779632,-0.0209488701280049,0.0020615755692492,-0.0092478759218379,1.0000000000000029,0.0450740173265364,-0.0177103130335891,2.29901786376656,-0.5877852522924729,-0.8090169943749477,0.0,1.0,9.767266832624836,2.0794415416798357,4.406719247264253,1.791759469228055,4.477336814478206,2.543701931777269,3.1126260046623373,-0.02129566996199385,0.006548811878905404,0.04149215502115021
2015-01-16,0.0,2015-01-19,1.34,0.0096349437499163,-0.1109469745839246,2.2616971221642403,2.262921513725715,-0.017426498813813,0.0004195606992218,0.001840803159222,0.0134241993958204,2.5907457070711883,-0.0209488701280049,0.0450740173265364,2.326873509234817,-0.9510565162951538,0.3090169943749473,0.0,1.0,9.648788832566362,2.0794415416798357,4.3694478524670215,1.791759469228055,3.6109179126442243,2.5507672294350923,3.152308554501536,-0.005131392308886767,-0.0006525285712775035,-0.062330804518590924
2015-01-19,0.0062906911385356,2015-01-20,1.34,0.0096349437499163,-0.1109469745839246,2.236351972916475,2.2524257879087948,-0.0222205394282676,0.0,0.0,0.0,1.9863759622439103,0.0004195606992218,-0.0209488701280049,2.1369728039226747,0.0,1.0,0.0,1.0,9.648788832566362,2.0794415416798357,4.343805421853684,1.791759469228055,3.6888794541139363,2.558518137892843,3.088767174279241,-0.005131392308886767,-0.0006525285712775035,0.0
2015-01-20,0.0216711203262309,2015-01-21,1.29,0.0096349437499163,-0.6385233806543531,2.250672958741174,2.251470982881497,-0.0957769235241577,0.0062906911385356,0.0057285606130759,0.0015499523698385,1.6715618562037051,0.0,0.0004195606992218,2.1369728039226747,0.9510565162951536,0.3090169943749475,0.0,1.0,9.886036158922371,2.3978952727983707,4.356708826689592,2.3978952727983707,3.8712010109078907,2.558518137892843,3.088767174279241,-0.005131392308886767,-0.0006525285712775035,-0.049358309810329605
2015-01-21,-0.0104017608450065,2015-01-22,1.34,0.0096349437499163,-0.6454306553684437,2.255456487647183,2.255427126658496,-0.1671796020084298,0.0216711203262309,-0.001612052885108,0.0047316239687653,1.4706709531366433,0.0062906911385356,0.0,2.2400133225539207,0.5877852522924731,-0.8090169943749475,0.0,1.0,9.833440554224094,2.197224577336219,3.912023005428146,1.9459101490553132,3.6375861597263857,2.5757562457947563,3.0392705463510703,-0.005131392308886767,-0.0006525285712775035,-0.05096639772926925
2015-01-22,0.0055647249632386,2015-01-23,1.37,0.0096349437499163,0.1314784985600624,2.274639718759188,2.270116700358208,-0.1713625228863434,-0.0104017608450065,0.0144240722915094,0.0152697219165804,1.32826441444781,0.0216711203262309,0.0062906911385356,2.30685699575948,-0.5877852522924729,-0.8090169943749477,0.0,1.0,9.92759462787936,2.3025850929940455,3.912023005428146,2.5649493574615367,3.784189633918261,2.571441982640031,2.9882040263508176,-0.005131392308886767,-0.0006525285712775035,-0.12219419231236817
2015-01-23,-0.0129125037157918,2015-01-26,1.29,0.0084086411984565,0.262199723004919,2.342281153581616,2.3015161508060427,-0.1480353190366646,0.0055647249632386,0.0080645389798195,-0.0054915224393071,2.174172030818172,-0.0104017608450065,0.0216711203262309,2.475770732154185,-0.9510565162951538,0.3090169943749473,0.0,1.0,9.949416484424528,2.3025850929940455,4.060443010546419,2.5649493574615367,4.025351690735149,2.5751364769223444,2.8564701842969353,0.02483177690886481,0.002934944223193325,0.01572931600995625
2015-01-26,0.0299003038054692,2015-01-27,1.29,0.0084086411984565,0.1275016215578748,2.381529277843913,2.319168752468681,-0.1406668774382557,-0.0129125037157918,-0.0021052310341284,0.0025684608570302,1.8657513891160795,0.0055647249632386,-0.0104017608450065,2.772507907523558,0.0,1.0,0.0,1.0,9.738612909345894,4.110873864173311,4.709530201312334,4.1588830833596715,4.736198448394496,2.5808454321901957,2.871302186535503,0.02483177690886481,0.002934944223193325,-0.06618778685651189
2015-01-27,-0.0227822033907428,2015-01-28,1.29,0.0084086411984565,0.1138695409019268,2.428696223585574,2.3273894564489934,-0.1085502323688483,0.0299003038054692,-0.0082279154386264,-0.013387862410411,1.659780665434324,-0.0129125037157918,0.0055647249632386,2.601610379070898,0.9510565162951536,0.3090169943749475,0.0,1.0,9.886849911383104,2.197224577336219,4.718498871295094,1.9459101490553132,4.74493212836325,2.5525178403478748,2.804571795802497,0.02483177690886481,0.002934944223193325,0.10394191487454528
2015-01-28,0.0136166666141985,2015-01-29,1.23,0.0084086411984565,-0.7763054006755933,2.430806612574648,2.318145039101477,-0.2036014360962295,-0.0227822033907428,0.0047862645575822,-0.0134956093663483,1.5097626912802142,0.0299003038054692,-0.0129125037157918,2.4671414241143004,0.5877852522924731,-0.8090169943749475,0.0,1.0,10.109362862283819,2.995732273553991,4.820281565605037,2.3025850929940455,4.77912349311153,2.5827465712086504,2.9025198541454498,0.02483177690886481,0.002934944223193325,0.17142233233886708
2015-01-29,0.0785670776802944,2015-01-30,1.26,0.0084086411984565,-0.4482079026181045,2.4314865685818554,2.3144764378766225,-0.1764135106624797,0.0136166666141985,0.0032814391297564,0.0095346852870998,1.3942283394114423,-0.0227822033907428,0.0299003038054692,2.151745526846193,-0.5877852522924729,-0.8090169943749477,0.0,1.0,9.938033896288712,2.197224577336219,4.804021044733257,2.3025850929940455,4.770684624465664,2.600474192138471,3.065258361112005,0.02483177690886481,0.002934944223193325,-0.07898842313059332
2015-01-30,0.0332137811999428,2015-02-02,1.21,0.0059515250959263,-0.7459227740378511,2.424421315347715,2.311758522888236,-0.1907695276152523,0.0785670776802944,0.0002110600624452,-0.0129919652520098,1.8421341754878104,0.0136166666141985,-0.0227822033907428,2.244773014604374,-0.9510565162951538,0.3090169943749473,0.0,1.0,9.664405149920409,2.197224577336219,4.804021044733257,2.3025850929940455,4.795790545596741,2.5831757553856227,2.9836597039028105,-0.06367930710236368,-0.0038999074453279544,0.11136585639104231
2015-02-02,0.0577168921901756,2015-02-03,1.19,0.0059515250959263,-0.1072463768115942,2.4152697106927,2.316301749101001,-0.2248730812397746,0.0332137811999428,-0.0031645890516902,0.0129624637106695,1.6752127951993885,0.0785670776802944,0.0136166666141985,2.2574002231204995,0.0,1.0,0.4999999999999999,0.8660254037844386,9.650271316965625,3.737669618283368,5.036952602413629,3.828641396489095,5.036952602413629,2.548721985863337,3.0896778551427397,-0.06367930710236368,-0.0038999074453279544,-0.07086676818360833
2015-02-03,-0.0647556554978575,2015-02-04,1.27,0.0059515250959263,-0.247150484907922,2.354633085102872,2.317682174287686,-0.2976373966558948,0.0577168921901756,-0.0095238256706762,0.0144394952932995,1.5467429032038358,0.0332137811999428,0.0785670776802944,2.4117094995690755,0.9510565162951536,0.3090169943749475,0.4999999999999999,0.8660254037844386,9.817657295930934,2.197224577336219,5.030437921392435,1.3862943611198906,4.976733742420574,2.547730457500933,3.0170044237671605,-0.06367930710236368,-0.0038999074453279544,-0.10262906417299966
2015-02-04,0.0444977816507003,2015-02-05,1.29,0.0059515250959263,-0.3409086463223787,2.3141943272358274,2.317717878442432,-0.3645531492102166,-0.0647556554978575,0.004166660213742,-0.0041560462088314,1.4439178848578458,0.0577168921901756,0.0332137811999428,2.3480515283947585,0.5877852522924731,-0.8090169943749475,0.4999999999999999,0.8660254037844386,9.925689260519814,2.3978952727983707,4.634728988229636,2.8903717578961645,4.59511985013459,2.5733784026769255,2.908539057689369,-0.06367930710236368,-0.0038999074453279544,0.05609995836427454
2015-02-05,0.0217429653327161,2015-02-06,1.31,0.0059515250959263,-0.4999944130957036,2.295573842399363,2.318481084515097,-0.4522479997813068,0.0444977816507003,0.0075539855368629,0.0102914066867774,1.3592035730381142,-0.0647556554978575,0.0577168921901756,2.318539074001591,-0.5877852522924729,-0.8090169943749477,0.4999999999999999,0.8660254037844386,9.792555991828847,1.6094379124341003,4.59511985013459,2.3025850929940455,4.624972813284271,2.58874752085951,2.9616582892733203,-0.06367930710236368,-0.0038999074453279544,-0.07764777606209881
2015-02-06,0.0093425765165253,2015-02-09,1.3,0.004041366553628,-0.4072846595570139,2.308066574817602,2.315431606409665,-0.3995307510500811,0.0217429653327161,0.0,-0.0034181723141418,1.6136677330355,0.0444977816507003,-0.0647556554978575,2.3367980302590468,-0.9510565162951538,0.3090169943749473,0.4999999999999999,0.8660254037844386,9.813891018724371,1.6094379124341003,4.430816798843313,2.3025850929940455,4.624972813284271,2.568869862228223,2.882003529596501,-0.0481604831131114,0.005325231298752684,0.02577767320893769
